Relative Entropy,Expectation Value Difference,Generated Expectation Value,Solution Expectation Value,Random Expectation Value
40.11143486256061,2.566578256770186,-0.025783333032317078,-2.5923615898025028,-0.036089813567399105
3.8645565121239573,9.504197446507646,-6.172805467924073,-15.67700291443172,0.03917986209347438
10.613899706975573,-0.4187387565669042,0.23356823836073481,0.652306994927639,0.03597156653062649
0.4249281488438276,-0.1168491298117833,-0.8831481238634549,-0.7662989940516716,-0.03112452017290228
0.4445314599926484,0.04439177477841394,-4.457681309238811,-4.5020730840172245,0.04711303418522671
23.597132379901975,1.545307329686029,-0.2046681915195653,-1.7499755212055943,0.0008248616447098469
0.22004193230227545,-0.3826105943622204,-0.3898527575010053,-0.007242163138784894,0.0004641774596375996
0.026874933241231982,-0.2761431717326002,-0.3914274038389497,-0.11528423210634947,0.003108732716300589
7.062823182550571,1.8448120552067788,-0.02563759545790436,-1.8704496506646833,0.0049194049933911155
0.8781968625211104,-8.813396061730252,-65.2745280442522,-56.46113198252194,-0.13529313269128093
44.82846729613785,-1.1432365607373902,0.06920438705365856,1.2124409477910487,0.045002870568114375
5.60834152355072,-0.09790269458973411,-0.8688240997744875,-0.7709214051847534,-0.056141821893211416
38.81053006404596,1.9805033708091526,-0.335677434327253,-2.3161808051364057,0.009509215961375307
8.016852418149082,0.6357408041952066,-1.3770935402795388,-2.0128343444747454,-0.03251001115586399
4.37793328390032,14.476994242650603,-12.806094130503451,-27.283088373154055,0.0227839264423353
8.444845383785788,-4.747405833158524,-17.7263651397229,-12.978959306564377,-0.03197480865823158
8.097726862985606,-36.46081339311005,4.03390812088862,40.49472151399867,0.1564138578472949
5.599413834043214,-0.9979649557266134,-0.926454959500784,0.07150999622582936,0.01857729800829982
13.35676277133962,0.010065973899343716,-0.5010309410145997,-0.5110969149139434,0.0013672276027399855
10.124906070946569,-6.611478492156607,-40.449075608479475,-33.83759711632287,-0.853237735445129
2.200517932647705,0.33394549009497676,-0.7936261529918498,-1.1275716430868266,-0.009559795222764155
6.46740738849071,-7.32222826005682,-7.336733646631595,-0.014505386574775167,-0.15141893622639546
16.49013954329243,-3.0685106429779188,-0.5286535849189327,2.539857058058986,0.00024866494386146463
4.576817979887942,-15.993061916813165,-16.676423521812527,-0.6833616049993617,-0.002960605032581042
0.0,0.0,-3.409167596235836,-3.409167596235836,0.007213254808959918
21.26126773130117,4.492900284227267,-0.16314589406975358,-4.656046178297021,0.0006703957206375039
8.65921936651024,0.21556077591723272,-0.11168649525542279,-0.3272472711726555,-0.007114217444418239
4.603451135748412,-2.1388902412904827,-2.7357199504019514,-0.5968297091114686,0.015728359905427574
1.0090650636794198,-1.7374539578481352,-2.7659671297984887,-1.0285131719503535,-0.053847346984754706
