Relative Entropy,Expectation Value Difference,Generated Expectation Value,Solution Expectation Value,Random Expectation Value
16.276916911414876,-6.9691925009217,-8.000390437942684,-1.0311979370209843,-0.3483886863997181
40.69223358591696,2.5908779142895018,-0.0014836755130011084,-2.5923615898025028,-0.0004250309671439898
12.796449840106328,-0.015258558276836975,0.637048436650802,0.652306994927639,0.05552278114177263
0.4249281488438276,-0.1168491298117833,-0.8831481238634549,-0.7662989940516716,0.019744492654636646
34.539384915294555,0.17844826178816753,-4.323624822229057,-4.5020730840172245,0.0598264816760053
0.05629888363724375,0.008013169863546832,-1.7419623513420475,-1.7499755212055943,-0.0723603606330617
0.2527248014574686,-0.4088567796127296,-0.4160989427515145,-0.007242163138784894,-0.0015129898589128438
5.44360585881238,-1.386690680196247,-1.5019749123025965,-0.11528423210634947,-0.06428274049149824
7.160363313921498,1.8615491038334593,-0.00890054683122408,-1.8704496506646833,0.004576668990816898
1.2279989565851668,5.2204476595329865,-51.240684322988955,-56.46113198252194,0.2096756727485077
5.4939391794833545,-0.5515319346603555,-2.8940039269691424,-2.342471992308787,0.0036101275574242564
44.82846729613785,-1.1432365607373902,0.06920438705365856,1.2124409477910487,0.02770249432741556
5.60834152355072,-0.09790269458973411,-0.8688240997744875,-0.7709214051847534,-0.11204013167804751
20.549304534598626,-0.11055458462163559,-2.4267353897580413,-2.3161808051364057,-0.03370949876010334
1.4033282033605352,-0.29506005659591406,-2.3078944010706595,-2.0128343444747454,-0.013259806815700508
3.8440488631727794,-27.531436256797175,-54.81452462995123,-27.283088373154055,-0.1160915093258874
7.162584099164728,10.697148496795114,-2.2818108097692638,-12.978959306564377,-0.031916338813013465
0.6640418560525546,0.053886769378342456,0.12539676560417182,0.07150999622582936,-0.001424196044330221
13.887918449852185,0.11484889237434559,-0.3962480225395978,-0.5110969149139434,0.0006118653613568458
13.114290057284709,13.971442859779515,-19.866154256543354,-33.83759711632287,-0.19454361170053638
6.4661875834074065,-7.357884433475361,-7.372389820050136,-0.014505386574775167,-0.05991140298138032
32.71479197080409,-3.1627453562694363,-0.6228882982104502,2.539857058058986,-0.0394666897759806
0.6643181942834064,-3.79832382646318,-4.481685431462542,-0.6833616049993617,0.007877438210398144
6.053829312363463,-18.28650426715684,-17.9880700603239,0.2984342068329411,0.03720612936952552
31.02962544307859,0.5418370182570347,-1.2756753297725347,-1.8175123480295694,0.06549211598663675
0.0,0.0,-3.409167596235836,-3.409167596235836,-0.014345879731396253
21.74534241700572,4.643832763351302,-0.012213414945718301,-4.656046178297021,-0.01425883828186581
0.1911411576386036,0.23611889233036298,-0.3607108167811056,-0.5968297091114686,0.008531935207173122
3.413983967194258,-1.298228388573037,-2.3267415605233905,-1.0285131719503535,-0.036097012405012854
2.9603781025825637,-1.3190430482008006,-1.331627657662496,-0.012584609461695331,0.0034344441648500616
18.938297685505784,1.3243115551748161,-0.6091736186310276,-1.9334851738058438,-0.006290760533492926
6.643538099935492,-0.27381178974463594,-0.5259366891150073,-0.2521248993703714,-0.009689939312955517
0.01531481741033851,-0.3485137298528085,-0.42025555672078563,-0.07174182686797716,0.0016772194469763444
33.81101890736189,14.19523533410721,-0.8534244433522613,-15.048659777459472,0.02766705988043451
6.7777948092536295,1.614753412264456,-0.00843899695896848,-1.6231924092234244,-0.0007779350668420365
0.0,0.0,-22.827590311853427,-22.827590311853427,0.05020561830371314
25.979396381398658,-0.8481641996191458,-5.880042277878774,-5.031878078259628,0.026964942393324934
3.812936393883013,-2.0668395375063597,-2.1123785962649313,-0.0455390587585716,0.005981344014834381
7.340850987371731,-0.6153330268942385,-2.2729021026918357,-1.6575690757975972,-0.015831784648747356
0.004956098416676232,0.5195960052344724,-7.4805839835861345,-8.000179988820607,0.4464978983288492
34.127898333047646,5.177008943114116,-0.4336854855039688,-5.6106944286180855,-0.010699081832163549
21.714180687866474,5.8574437572483316,3.8650092004324947,-1.9924345568158366,0.0653813324168936
1.1228769480072296,0.012782865264108212,0.656379326049323,0.6435964607852148,-0.015872770110808617
1.7244811693598938,-0.23654686455191937,-0.4855417493984596,-0.24899488484654025,-0.027596513383002143
12.18673110407658,1.4287565912408058,0.5701696541163787,-0.8585869371244271,0.012726466869412003
45.159134117674846,1.8729743948065383,-0.3106546737798265,-2.183629068586365,0.0006142129714325588
1.5381345027153341,-2.4876554205855097,-1.793991475354216,0.6936639452312936,-0.025813750754265532
0.006631904504644905,-0.1910336266961905,-1.626261484723853,-1.4352278580276625,0.04251224369090365
17.693919658070286,1.1259307055966394,-0.28007177489484136,-1.4060024804914808,0.013745830610001545
5.2803519404969546,-4.771500729048897,-5.835189809067024,-1.063689080018127,-0.07614151297230944
0.019513994531363047,-0.4292749266971465,-1.7575719769780092,-1.3282970502808626,0.004340148585667731
1.2325006801201117,-1.3162972776773647,-2.306554867170666,-0.9902575894933014,-0.08968551680554226
0.021105370171594178,2.4025057360885915,-7.632047808596508,-10.0345535446851,-0.2957974601541905
3.15559204267888,0.6777579728299645,-1.2183140897198466,-1.896072062549811,0.07221381357483676
